,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comments,ComplianceStatus,Outlier,ZipCode,Latitude,Longitude,Address,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,MainEnergy,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
6446,49780,2016,NonResidential,Other,2020 FIFTH AVENUE DAT CENTER,659000905,7,DOWNTOWN,1975,1.0,7.0,90679,35120,55559,"('Data Center', ' Parking')",Data Center,60000.0,Parking,30700.0,None,0.0,(),100.0,694.7000122000001,694.7000122000001,2181.300049,2181.300049,41680634.0,41680640.0,0.0,12215895.0,41680634.0,0.0,0.0,0.0,290.57,3.2,False,,Compliant,,98121.0,47.61449,-122.33956,2020 FIFTH AVENUE,90700.0,41,6944.875,0.3873002569503413,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06534867995592096,17.54554731037787,5.671844511120261
6451,49783,2015,NonResidential,Other,UW SLU RESEARCH CAMPUS,1988201435,7,LAKE UNION,2013,1.0,8.0,339591,114010,225581,"('Convenience Store without Gas Station', ' Laboratory', ' Parking')",Laboratory,205768.0,Parking,111320.0,Convenience Store without Gas Station,294.0,(),,219.9,233.9,512.6,518.3,45314988.0,48200628.0,0.0,8141415.0,27779661.0,175353.0,17535327.0,0.0,1124.96,2.96,False,,Compliant,,98109,47.62365341,-122.34140778,750 REPUBLICAN ST,317382.0,2,25064.555555555555,0.3357273897129194,False,False,0,0.0,0.6130347204328952,0.3869652795671048,0.0,(s),e,n,(o),(s)en(o),Electricity,0.045283577583236805,17.690882607981596,7.025502758450851
6453,49784,2015,NonResidential,Small- and Mid-Sized Office,BULLITT CENTER,7234600195,3,CENTRAL,2013,1.0,6.0,41929,0,41929,"('Office',)",Office,48159.0,None,0.0,None,0.0,(),100.0,11.7,11.7,-2.0,-2.0,562503.0,562479.0,0.0,164853.0,562503.0,0.0,0.0,0.0,3.92,0.04,False,,Compliant,low,98122,47.61434963,-122.3124641,1501 E MADISON ST,48159.0,2,5989.857142857143,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08342951302040147,13.240109079030473,1.366091653802371
6471,49793,2015,NonResidential,Small- and Mid-Sized Office,INTERBAY WORK LOFTS,7666201610,7,MAGNOLIA / QUEEN ANNE,2013,1.0,3.0,83533,28217,55316,"('Office', ' Parking')",Office,83533.0,Parking,28217.0,None,0.0,(),100.0,16.5,16.5,51.8,51.8,1377241.0,1377184.0,0.0,403630.0,1377241.0,0.0,0.0,0.0,9.6,0.04,False,,Compliant,low,98119,47.63484955,-122.3767395,1631 15TH AVE W,111750.0,2,13829.0,0.33779464403289716,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0832352280682155,14.135551392603823,2.2617630984737906
6475,49797,2016,NonResidential,Small- and Mid-Sized Office,SEATTLE GOODWILL JOB TRAINING/ EDUCATION CENTER,7134300080,3,DOWNTOWN,2013,1.0,3.0,62662,14989,47673,"('Office',)",Office,47000.0,None,0.0,None,0.0,(),67.0,53.20000076,55.90000153,164.6000061,172.8999939,2502131.0,2626698.25,0.0,716470.875,2444599.0,575.3199463,57532.0,0.0,20.1,0.32,False,,Compliant,,98144.0,47.59666,-122.31253000000001,700 DEARBORN PLACE SOUTH,47000.0,3,11918.25,0.23920398327535028,False,False,0,0.0,0.9770067994041879,0.02299320059581213,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08751416400337501,14.781238197205338,3.0007198150650303
6480,49802,2015,NonResidential,Hotel,HOTEL BALLARD,2767702985,6,BALLARD,2013,1.0,4.0,62381,0,62381,"('Hotel', ' Parking', ' Swimming Pool')",Hotel,60245.0,Parking,26067.0,Swimming Pool,0.0,(),57.0,60.2,60.2,189.0,189.0,3625585.0,3625434.0,0.0,1062554.0,3625585.0,0.0,0.0,0.0,25.27,0.16,False,,Compliant,,98107,47.66622925,-122.38254547,5216 BALLARD AVE NW,86312.0,2,12476.2,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08025564058655091,15.10348456324248,3.2296179214001026
6494,49829,2016,NonResidential,Senior Care Community,AEGIS ON MADISON,2825049005,3,CENTRAL,2013,1.0,6.0,79805,0,79805,"('Parking', ' Senior Care Community')",Senior Care Community,79805.0,Parking,7000.0,None,0.0,(),25.0,94.40000153,96.40000153,221.1999969,223.3000031,7531324.0,7692164.0,0.0,1366841.0,4663661.0,28676.628910000003,2867663.0,0.0,184.81,2.32,False,,Compliant,,98112.0,47.61885,-122.30341000000001,2200 E MADISON,86805.0,3,11400.714285714286,0.0,False,False,0,0.0,0.6192352101702171,0.3807647898297829,0.0,(s),e,n,(o),(s)en(o),Electricity,0.06920829059801957,15.855712706316355,5.219328270297665
6498,49850,2015,NonResidential,K-12 School,LAKESIDE BUILDING- PAUL ALLEN ATHLETIC CENTER,2832100190,5,NORTHWEST,2014,1.0,2.0,48925,0,48925,"('K-12 School',)",K-12 School,63500.0,None,0.0,None,0.0,(),72.0,34.7,37.7,82.5,85.7,2202173.0,2395253.0,0.0,420015.0,1433150.0,7690.0,769023.0,0.0,50.83,0.91,False,,Compliant,,98125,47.731823,-122.3262515,14050 1ST AVE NE,63500.0,1,16308.333333333334,0.0,False,False,0,0.0,0.6507890161218033,0.34921098387819666,0.0,(s),e,n,(o),(s)en(o),Electricity,0.10539648634508567,14.6889994199912,3.928486731458811
6503,49858,2016,NonResidential,K-12 School,THE NORTHWEST SCHOOL 401,8725600410,3,EAST,2014,1.0,2.0,35780,0,35780,"('K-12 School',)",K-12 School,38000.0,None,0.0,None,0.0,(),22.0,76.59999847,78.0,203.3999939,204.6999969,2912264.0,2962615.25,0.0,654810.625,2234214.0,6780.5,678050.0,0.0,51.59,1.44,False,,Compliant,,98122.0,47.613859999999995,-122.32647,401 PIKE,38000.0,2,11926.666666666666,0.0,False,False,0,0.0,0.7671742671680865,0.2328257328319136,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.11070099834965752,14.90158296662241,3.9433278552565585
6504,49859,2015,Campus,Other,AMGEN INC. MASTER CAMPUS,7666201725,7,MAGNOLIA / QUEEN ANNE,2002,7.0,4.0,808520,376000,432520,"('Other',)",Other,808520.0,None,0.0,None,0.0,(),,194.9,206.0,403.0,414.6,157609644.0,166523440.0,0.0,22490860.0,76742000.0,808676.0,80867644.0,0.0,4829.86,5.57,False,,Compliant,,98119,47.62811223,-122.3742647,1201 AMGEN CT W,808520.0,13,86504.0,0.4650472468213526,False,False,0,0.0,0.48691182882184547,0.5130881711781545,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.3210582827054864,18.93064663825687,8.482572760719284
6508,49865,2016,NonResidential,Other,SOUTH,925049427,4,NORTHEAST,2013,1.0,6.0,305025,239252,65773,"('Lifestyle Center', ' Medical Office')",Lifestyle Center,318986.0,Medical Office,19909.0,None,0.0,(),,76.59999847,78.30000305,156.5,159.0,25959640.0,26532170.0,0.0,3614135.75,12331431.0,136282.0938,13628209.0,0.0,809.76,2.65,False,,Compliant,,98105.0,47.662459999999996,-122.29898,2623 NE 46TH ST,338895.0,3,9396.142857142857,0.7843684943857061,False,False,0,0.0,0.47502318984392694,0.524976810156073,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.05090805193664389,17.09386851696421,6.696737907465768
6512,49867,2016,NonResidential,Large Office,HOME PLATE CENTER BLDG B,7666207075,2,GREATER DUWAMISH,2014,1.0,7.0,333714,146687,187027,"('Office', ' Parking')",Office,191333.0,Parking,133432.0,None,0.0,(),,23.89999962,24.29999924,72.80000305,73.09999847,4581492.0,4644839.5,0.0,1277577.75,4359095.0,2223.969971,222397.0,0.0,42.2,0.13,False,,Compliant,,98134.0,47.58872,-122.33475,1521 1ST AVE S,324765.0,2,23378.375,0.43955902359505444,False,False,0,0.0,0.9514575164597036,0.04854248354029648,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.047362516025395894,15.351267376349998,3.742420221041966
6522,49872,2015,NonResidential,Other,MERCEDES BENZ OF SEATTLE SHOWROOM & GARAGE,7666203470,2,GREATER DUWAMISH,2014,1.0,2.0,56988,0,56988,"('Automobile Dealership', ' Parking')",Automobile Dealership,24520.0,Parking,0.0,None,0.0,(),,26.5,32.7,52.5,59.1,650325.0,802852.0,0.0,84877.0,289614.0,3607.0,360711.0,0.0,21.18,0.35,False,,Compliant,,98134,47.58435424,-122.323194,2025 AIRPORT WAY S,24520.0,1,18996.0,0.0,False,False,0,0.0,0.44533733133433284,0.5546626686656672,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.10309617919771281,13.595925667100094,3.0530573401732606
6545,49909,2016,Campus,University,SSCC DUWAMISH GEORGETOWN CAMPUS,1800137,2,GREATER DUWAMISH,2007,4.0,2.0,149856,0,149856,"('College/University',)",College/University,149856.0,None,0.0,None,0.0,(),,42.29999924,45.09999847,113.6999969,118.6999969,6335315.0,6759240.5,0.0,1455813.5,4967236.0,13680.79004,1368079.0,0.0,107.29,0.72,False,,Compliant,,98108.0,47.54193,-122.32404,6770 E. MARGINAL WAY S.,149856.0,9,49952.0,0.0,False,False,0,0.0,0.7840550943402183,0.21594490565978172,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.3141934328045589,15.726421089636174,4.675535448648655
6547,49911,2016,NonResidential,Other,EDUCARE EARLY LEARNING CENTER,2895800030,1,DELRIDGE,2010,1.0,2.0,44162,0,44162,"('Parking', ' Pre-school/Daycare')",Pre-school/Daycare,44162.0,Parking,15761.0,None,0.0,(),,35.0,38.0,81.90000153,87.09999847,1546485.0,1679541.25,0.0,279494.4063,953635.0,5928.5,592850.0,0.0,38.13,0.86,False,,Compliant,,98146.0,47.51377011,-122.3432804,625 S.W. 100TH ST.,59923.0,6,14720.666666666666,0.0,False,False,0,0.0,0.6166467828656599,0.3833532171343401,0.0,(s),e,n,(o),(s)en(o),Electricity,0.10704235118806994,14.334031248614085,3.6410013738694724
6550,49918,2015,Nonresidential COS,Other,RAINIER BEACH COMMUNITY CENTER,2123700240,2,SOUTHEAST,2013,1.0,1.0,48314,0,48314,"('Fitness Center/Health Club/Gym', ' Office', ' Other - Education', ' Other - Recreation', ' Other - Technology/Science', ' Pre-school/Daycare', ' Swimming Pool')",Other - Recreation,35361.0,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,(),,261.9,280.1,440.6,459.7,14084782.0,15061380.0,0.0,1248840.0,4261219.0,98236.0,9823563.0,0.0,551.43,11.03,False,,Compliant,,98118,47.52449799,-122.27154541,8825 RAINIER AVE S,50160.0,2,24157.0,0.0,False,False,0,0.0,0.3025406428015712,0.6974593571984288,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.13684695963174226,16.52764440960407,6.312514904073782
6562,49925,2015,NonResidential,College/University,SEATTLE COLLEGE CENTRAL - MITCHELL ACTIVITY CENTER/BOOKSTORE,6003001105,3,EAST,1993,1.0,2.0,99765,0,99765,"('College/University',)",College/University,96344.0,None,0.0,None,0.0,(),,37.5,42.0,87.7,92.4,3616149.0,4050981.0,0.0,652098.0,2225049.0,13911.0,1391100.0,0.0,89.39,0.8,False,,Compliant,,98122,47.61699416,-122.320405,1718 BROADWAY,96344.0,22,33255.0,0.0,False,False,0,0.0,0.61530899307523,0.38469100692477,0.0,(s),e,n,(o),(s)en(o),Electricity,0.09600876479548735,15.214469631973879,4.493008819099761
6564,49926,2016,NonResidential,University,SCCC MAIN BROADWAY/EDISON,6003001130,3,EAST,1925,1.0,3.0,428347,0,428347,"('College/University',)",College/University,472384.0,None,0.0,None,0.0,(),,78.40000153,82.5,183.6999969,187.3000031,37022178.0,38977108.0,13556219.0,6427496.5,21930618.0,15353.41016,1535341.0,0.0,1280.81,2.99,False,,Compliant,,98122.0,47.61748356,-122.321853,1701 BROADWAY,472384.0,91,107086.75,0.0,False,False,0,0.36616481612724133,0.5923643390186283,0.041470844854130405,0.0,s,e,(n),(o),se(n)(o),Electricity,0.06777895832216997,17.478485057398057,7.155247969272263
6569,49940,2016,NonResidential,Hospital,VIRGINIA MASON MEDICAL CENTER - 2149,1979200210,3,EAST,1920,1.0,8.0,374466,0,374466,"('Hospital (General Medical & Surgical)',)",Hospital (General Medical & Surgical),1010135.0,None,0.0,None,0.0,(),74.0,162.3000031,165.5,367.89999389999997,369.39999389999997,163945969.0,167207104.0,73885472.0,26395222.0,90060497.0,0.0,0.0,0.0,6330.91,16.91,False,,Compliant,,98101.0,47.60986,-122.32773999999999,925 SENECA ST.,1010135.0,96,41607.333333333336,0.0,False,False,0,0.4506696471445419,0.5493303528554582,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.044301243179285854,18.934743745750563,8.75319926467938
6575,49945,2015,NonResidential,Senior Care Community,PUBLIC MARKET SOUTH GARAGE,6598350000,7,DOWNTOWN,1989,1.0,3.0,167300,0,167300,"('Office', ' Other - Public Services', ' Personal Services (Health/Beauty', ' Dry Cleaning', ' etc)', ' Senior Care Community')",Senior Care Community,38800.0,Other - Public Services,3650.0,Office,586.0,(),,84.4,87.9,218.5,218.5,3681218.0,3833436.0,0.0,794803.0,2711979.0,9692.0,969239.0,0.0,70.38,0.35,False,,Compliant,,98101,47.60895084,-122.3421375,1531 WESTERN AVE,43036.0,26,41825.0,0.0,False,False,0,0.0,0.736706981221976,0.263293018778024,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0751143470307188,15.159272086915417,4.253909131893439
6577,49946,2016,NonResidential,Supermarket / Grocery Store,70500891 -- BALLARD,2767604965,6,BALLARD,2010,1.0,8.0,41198,0,41198,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,41198.0,None,0.0,None,0.0,(),44.0,188.6000061,189.0,560.7999877999999,561.2999877999999,7768057.0,7785876.5,0.0,2096091.625,7151865.0,6161.92041,616192.0,0.0,82.58,2.0,False,,Compliant,,98107.0,47.67034,-122.3873,5700 24TH AVE NW,41198.0,6,4577.555555555556,0.0,False,False,0,0.0,0.9206761742350758,0.07932382576492422,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08381254971234496,15.867821945223502,4.413767520457944
6582,49958,2016,Nonresidential COS,Other,FIRST HILL STREET CAR MAINTENANCE SHOP,8592900285,2,GREATER DUWAMISH,2014,1.0,1.0,20993,0,20993,"('Repair Services (Vehicle', ' Shoe', ' Locksmith', ' etc)')","Repair Services (Vehicle, Shoe, Locksmith, etc)",20983.0,None,0.0,None,0.0,(),,44.0,45.79999924,125.40000149999999,129.6999969,894741.0,961628.625,0.0,233244.0938,795829.0,989.1200562000001,98912.0,0.0,10.8,0.51,False,,Compliant,,98124.0,47.59523,-122.32333999999999,848 7TH AVE S,20983.0,2,10496.5,0.0,False,False,0,0.0,0.8894518078415988,0.11054819215840114,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.15015362165649082,13.776383610414861,2.379546134130174
6586,49966,2016,NonResidential,Other,SMILOW RAINIER VISTA BOYS & GIRLS CLUB,6056110050,2,SOUTHEAST,2009,1.0,0.0,40265,0,40265,"('Pre-school/Daycare',)",Pre-school/Daycare,40265.0,None,0.0,None,0.0,(),,53.59999847,56.20000076,127.5,130.1999969,2159170.0,2261075.5,0.0,402023.1875,1371703.0,7874.669922,787467.0,0.0,51.39,1.28,False,,Compliant,,98108.0,47.5626,-122.29396000000001,4520 MARTIN LUTHER KING JR. WAY S,40265.0,7,40265.0,0.0,False,False,0,0.0,0.6352918019424131,0.3647081980575869,0.0,(s),e,n,(o),(s)en(o),Electricity,0.24215629959503604,14.631351143006887,3.9394436010041383
6590,49970,2016,NonResidential,Residence Hall,CEDAR HALL,1625049001,4,NORTHEAST,2011,1.0,0.0,176225,0,176225,"('Parking', ' Residence Hall/Dormitory')",Residence Hall/Dormitory,176225.0,Parking,24000.0,None,0.0,(),91.0,28.0,29.60000038,70.0,73.59999847,4926695.0,5209463.5,0.0,1003689.188,3424588.0,15021.07031,1502107.0,0.0,103.65,0.59,False,,Compliant,,98105.0,47.65718,-122.31631999999999,1112 NE 41ST ST,200225.0,5,176225.0,0.0,False,False,0,0.0,0.6951085869939179,0.3048914130060822,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.23175075937577133,15.46598743337927,4.641019838881789
6592,49979,2016,NonResidential,Residence Hall,LANDER HALL,1625049001,4,NORTHEAST,1953,1.0,0.0,166991,0,166991,"('Residence Hall/Dormitory',)",Residence Hall/Dormitory,166991.0,None,0.0,None,0.0,(),19.0,95.59999847,99.40000153,211.8000031,215.6999969,15965858.0,16591973.0,0.0,2609182.0,8902529.0,70633.28906,7063329.0,0.0,437.2,2.62,False,,Compliant,,98195.0,47.655770000000004,-122.3153,1201 NE CAMPUS PKWY,166991.0,63,166991.0,0.0,False,False,0,0.0,0.5575979067332304,0.4424020932667696,0.0,(s),e,n,(o),(s)en(o),Electricity,0.23201066167076834,16.624429582159863,6.080390756302384
6593,49980,2016,NonResidential,Residence Hall,MERCER HALL,1625049001,4,NORTHEAST,1970,1.0,0.0,89392,0,89392,"('Residence Hall/Dormitory',)",Residence Hall/Dormitory,89392.0,None,0.0,None,0.0,(),16.0,77.90000153,83.69999695,244.5,262.8999939,6960904.0,7483350.0,0.0,2040124.25,6960904.0,0.0,0.0,0.0,48.53,0.54,False,,Compliant,,98195.0,47.65447,-122.31733,1009 NE PACIFIC ST,89392.0,46,89392.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.23560082207249886,15.82819111065344,3.882182163417125
6594,49983,2016,NonResidential,Residence Hall,POPLAR HALL,1625049001,4,NORTHEAST,2011,1.0,0.0,97040,0,97040,"('Residence Hall/Dormitory',)",Residence Hall/Dormitory,97040.0,None,0.0,None,0.0,(),69.0,40.09999847,42.0,109.5,114.40000149999999,3894142.0,4075094.5,0.0,917299.0,3129824.0,7643.180176000001,764318.0,0.0,62.41,0.64,False,,Compliant,,98195.0,47.651759999999996,-122.30756000000001,3715 W STEVENS WAY NE,97040.0,5,97040.0,0.0,False,False,0,0.0,0.8037262123466479,0.19627378765335213,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.2350628009344646,15.22040449457226,4.133725518945951
6596,49985,2015,NonResidential,Large Office,AMAZON - PHASE VI,1983200075,7,LAKE UNION,2014,1.0,6.0,427181,169195,257986,"('Office', ' Parking')",Office,427181.0,Parking,169195.0,None,0.0,"('2016',)",99.0,39.2,40.7,113.0,115.8,16731390.0,17371762.0,0.0,4306088.0,14692982.0,20384.0,2038408.0,0.0,210.69,0.35,False,,Compliant,,98109,47.6233466,-122.33968176,500 9TH AVE N,596376.0,1,36855.142857142855,0.3960733272313141,False,False,1,0.0,0.8781686399037976,0.1218313600962024,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.04793812689913074,16.67035657233577,5.350387858839039
6610,49998,2016,NonResidential,Self-Storage Facility,WEST COAST SELF-STORAGE OF COLUMBIA CITY,3357400211,2,SOUTHEAST,2014,1.0,4.0,101580,14004,87576,"('Self-Storage Facility',)",Self-Storage Facility,87576.0,None,0.0,None,0.0,(),,10.69999981,10.69999981,32.0,32.0,940845.0,940844.6875,0.0,254443.5938,868162.0,726.8301392000001,72683.0,0.0,9.91,0.1,False,,Compliant,,98144.0,47.57054,-122.29138999999999,3736 RAINIER AVE S,87576.0,2,17515.2,0.13786178381571176,False,False,0,0.0,0.9227471049960408,0.07725289500395921,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07250788339320889,13.754533354466973,2.2935443483418965
6616,50002,2016,NonResidential,Other,AUDI SEATTLE UVA BLDG,6746701515,4,NORTHEAST,2014,1.0,3.0,33648,0,33648,"('Automobile Dealership', ' Parking')",Parking,83600.0,Automobile Dealership,39000.0,None,0.0,(),,35.90000153,35.90000153,112.6999969,112.6999969,1399582.0,1399581.625,0.0,410193.9063,1399582.0,0.0,0.0,0.0,9.76,0.29,False,,Compliant,,98105.0,47.66414,-122.31663999999999,4741 11TH AVE NE,122600.0,2,8412.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09916799297941899,14.151683910638415,2.278292400425001
6643,50026,2016,NonResidential,Small- and Mid-Sized Office,CHOPHOUSE ROW,6003500255,3,EAST,2015,1.0,5.0,37873,0,37873,"('Multifamily Housing', ' Office', ' Parking', ' Restaurant', ' Retail Store')",Office,25927.0,Parking,5834.0,Multifamily Housing,5160.0,(),,62.0,62.0,136.3999939,136.3999939,2346692.0,2346692.5,0.0,378709.0938,1292155.0,10545.37012,1054537.0,0.0,65.01,1.72,False,,Compliant,,98122.0,47.61371,-122.31773999999999,1424 11TH AVE,36921.0,1,6312.166666666667,0.0,False,False,0,0.0,0.5506282886718836,0.4493717113281163,0.0,(s),e,n,(o),(s)en(o),Electricity,0.08738370838184203,14.668517447928249,4.174541104216377
6650,50031,2016,NonResidential,Large Office,DEXTER STATION,2249500265,7,MAGNOLIA / QUEEN ANNE,2015,1.0,10.0,513816,0,513816,"('Office', ' Parking', ' Restaurant')",Office,359040.0,Parking,151658.0,Restaurant,1087.0,"('2017',)",,52.09999847,52.09999847,153.1000061,153.1000061,18760764.0,18760766.0,0.0,4968672.0,16953109.0,18076.54883,1807655.0,0.0,214.19,0.42,False,,Compliant,,98109.0,47.629059999999996,-122.34258999999999,1101 DEXTER AVE. N.,511785.0,1,46710.545454545456,0.0,False,False,1,0.0,0.9036470476362263,0.09635295236377367,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03870972321780067,16.74727833226527,5.366863471583051
6653,50035,2016,NonResidential,Hotel,HILTON GARDEN INN SEATTLE,3374400010,7,DOWNTOWN,2015,1.0,14.0,144614,0,144614,"('Hotel',)",Hotel,159500.0,None,0.0,None,0.0,(),89.0,34.59999847,34.79999924,105.40000149999999,105.59999850000001,5525072.0,5547964.5,0.0,1544316.5,5269208.0,2558.6401370000003,255864.0,0.0,50.32,0.35,False,,Compliant,,98101.0,47.61665,-122.33261,1821 BOREN AVE,159500.0,1,9640.933333333332,0.0,False,False,0,0.0,0.9536903772475726,0.04630962275242748,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05555288494313607,15.528941661694152,3.918402612392185
6654,50037,2016,NonResidential,Large Office,"MAPS 325 NINTH AVENUE NORTH, LLC",1991201265,7,LAKE UNION,2014,1.0,12.0,480702,163260,317442,"('Office', ' Parking')",Office,341897.0,Parking,136594.0,None,0.0,(),99.0,37.20000076,37.79999924,109.09999850000001,110.0,12720067.0,12926544.0,0.0,3356673.0,11452968.0,12670.99023,1267099.0,0.0,147.14,0.31,False,,Compliant,,98109.0,47.62146,-122.33976000000001,325 9TH AVENUE NORTH,478491.0,2,24418.615384615383,0.3396282936205799,False,False,0,0.0,0.9003858234394521,0.099614176560548,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.037895471582565635,16.374793429638107,4.9913845145041185
6655,50038,2015,NonResidential,Mixed Use Property,SALMON BAY MARINE CENTER WEST,2771605298,7,MAGNOLIA / QUEEN ANNE,2014,1.0,2.0,25532,0,25532,"('Office', ' Repair Services (Vehicle', ' Shoe', ' Locksmith', ' etc)')",Office,11745.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",11745.0,None,0.0,(),84.0,26.8,29.1,84.0,91.3,628635.0,682675.0,0.0,184235.0,628635.0,0.0,0.0,0.0,4.38,0.07,False,,Compliant,,98199,47.66199875,-122.3867569,2360 W COMMODORE WAY,23490.0,1,8510.666666666666,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.11743296858666771,13.43377418343017,1.4770487243883548
6657,50039,2016,NonResidential,Other,HONDA OF SEATTLE/TOYOTA OF SEATTLE,7666203255,2,GREATER DUWAMISH,2015,1.0,2.0,108036,0,108036,"('Automobile Dealership', ' Parking')",Parking,202171.0,Automobile Dealership,108036.0,None,0.0,(),,46.20000076,49.0,121.09999850000001,124.09999850000001,4991893.0,5298717.5,0.0,1099805.25,3752536.0,12393.57129,1239357.0,0.0,91.98,0.85,False,,Compliant,,98134.0,47.58542,-122.32185,2005 AIRPORT WAY SOUTH,310207.0,1,36012.0,0.0,False,False,0,0.0,0.7517260486152247,0.2482739513847753,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09515241237818517,15.482975368108116,4.521571162111778
6659,50045,2016,NonResidential,Large Office,"SIDNEYSEA, LLC",1983200035,7,LAKE UNION,2015,1.0,12.0,483397,166208,317189,"('Office', ' Parking')",Office,342173.0,Parking,147597.0,None,0.0,(),98.0,40.90000153,42.09999847,114.59999850000001,117.59999850000001,13998637.0,14409447.0,0.0,3438750.75,11733018.0,22656.19141,2265619.0,0.0,202.12,0.42,False,,Compliant,,98109.0,47.62263,-122.33976000000001,400 9TH AVENUE NORTH,489770.0,1,24399.153846153848,0.3438333295407295,False,False,0,0.0,0.8381543145950566,0.16184568540494335,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03783740515505516,16.483394591111633,5.308861580423708
6665,50054,2016,Nonresidential COS,Large Office,400 FAIRVIEW OFFICE BLDG,2467400120,7,LAKE UNION,2014,1.0,13.0,536697,197659,339038,"('Office', ' Parking', ' Retail Store')",Office,342838.0,Parking,202178.0,Retail Store,6313.200195,(),98.0,37.90000153,40.20000076,99.19999695,101.5999985,13239048.0,14037166.0,0.0,2909076.5,9925769.0,33132.78906,3313279.0,0.0,245.16,0.46,False,,Compliant,,98109.0,47.62251,-122.3339,400 FAIRVIEW AVE N,551329.200195,2,24217.0,0.36828787938073065,False,False,0,0.0,0.7497343464575399,0.25026565354246016,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03630259526170554,16.45721908433526,5.501911058617531
